2 1.0
0.000	-0.404182
0.010	-0.404182
0.020	1.298154
0.030	1.316611
0.040	0.633713
0.050	-0.049185
0.060	-0.381406
0.070	-0.381406
0.080	-0.713627
0.090	-0.713627
0.100	-1.064304
0.110	-0.713627
0.120	-0.713627
0.130	-0.713627
0.140	-0.732083
0.150	-1.045847
0.160	-0.399863
0.170	-0.713627
0.180	-0.713627
0.190	-0.713627
0.200	-0.381406
0.210	-0.732083
0.220	-0.713627
0.230	-0.381406
0.240	-0.381406
0.250	-0.732083
0.260	-0.381406
0.270	-0.732083
0.280	-0.713627
0.290	-0.732083
0.300	-0.732083
0.310	-0.732083
0.320	-0.399863
0.330	-0.713627
0.340	-0.732083
0.350	-0.713627
0.360	-0.381406
0.370	-0.713627
0.380	-0.713627
0.390	-0.381406
0.400	-0.713627
0.410	-0.713627
0.420	-0.381406
0.430	-0.732083
0.440	-0.381406
0.450	-0.713627
0.460	-0.732083
0.470	-0.732083
0.480	-0.732083
0.490	-0.381406
0.500	-0.713627
0.510	-0.399863
0.520	-0.713627
0.530	-0.732083
0.540	-0.713627
0.550	-0.399863
0.560	-0.732083
0.570	-0.732083
0.580	-0.713627
0.590	-0.732083
0.600	-0.732083
0.610	-0.713627
0.620	-0.381406
0.630	-0.732083
0.640	-0.381406
0.650	-0.399863
0.660	-0.713627
0.670	-0.399863
0.680	-0.732083
0.690	-0.713627
0.700	-0.713627
0.710	-0.713627
0.720	-0.713627
0.730	-0.713627
0.740	-0.381406
0.750	-0.713627
0.760	-0.713627
0.770	-0.713627
0.780	-0.732083
0.790	-0.713627
0.800	-0.732083
0.810	-0.381406
0.820	-0.713627
0.830	-0.713627
0.840	-0.399863
0.850	-0.381406
0.860	-0.399863
0.870	-0.732083
0.880	-0.713627
0.890	-0.713627
0.900	-0.381406
0.910	-0.732083
0.920	-0.713627
0.930	-0.381406
0.940	-0.381406
0.950	-0.381406
0.960	-0.713627
0.970	-0.381406
0.980	-0.732083
0.990	-0.713627
1.000	-0.381406
1.010	-0.713627
1.020	-0.381406
1.030	-0.732083
1.040	-0.381406
1.050	-0.713627
1.060	-0.732083
1.070	-0.399863
1.080	-0.713627
1.090	-0.381406
1.100	-0.399863
1.110	-0.049185
1.120	-0.049185
1.130	-0.030728
1.140	0.283036
1.150	0.301492
1.160	0.633713
1.170	0.633713
1.180	0.984390
1.190	0.965934
1.200	0.615256
1.210	0.965934
1.220	0.633713
1.230	0.965934
1.240	0.984390
1.250	1.298154
1.260	0.965934
1.270	1.298154
1.280	0.965934
1.290	0.965934
1.300	0.984390
1.310	0.984390
1.320	0.965934
1.330	0.947477
1.340	1.316611
1.350	0.965934
1.360	0.965934
1.370	0.984390
1.380	0.965934
1.390	1.316611
1.400	0.984390
1.410	0.965934
1.420	1.298154
1.430	0.965934
1.440	0.984390
1.450	0.965934
1.460	0.633713
